pathway,cluster1,cluster2,pvalue,effect_size,adj_p,Pathway,Importance
Alcoholism,0,2,8.609887365207684e-14,-0.0256437958466887,1.8827999705237761e-13,Alcoholism,0.0003476784968269
Alcoholism,0,1,2.1694081659617403e-08,-0.0168448305722552,3.560054426193625e-08,Alcoholism,0.0003476784968269
VEGF signaling pathway,1,2,1.1267106280940372e-20,0.0227074260389943,3.4337847713342094e-20,VEGF signaling pathway,0.0003461487875244
VEGF signaling pathway,0,2,4.6065630897950685e-14,0.0190692253917779,1.0213165279915162e-13,VEGF signaling pathway,0.0003461487875244
Phosphatidylinositol signaling system,0,2,1.8208542564125738e-15,0.0213940492462028,4.337518824208614e-15,Phosphatidylinositol signaling system,0.0003436594393467
Phosphatidylinositol signaling system,0,1,4.0766773074176635e-14,0.0173130951939374,9.101419104932457e-14,Phosphatidylinositol signaling system,0.0003436594393467
Protein digestion and absorption,1,2,2.555563688917697e-11,0.0317787179699046,4.9066822827219786e-11,Protein digestion and absorption,0.000336362501833
Protein digestion and absorption,0,2,4.388208712122116e-08,0.0260348543101993,7.06825564368663e-08,Protein digestion and absorption,0.000336362501833
Glycosaminoglycan biosynthesis,0,1,3.3733912358640904e-11,-0.0257269920237942,6.41278333946441e-11,Glycosaminoglycan biosynthesis,0.0003329462481942
Glycosaminoglycan biosynthesis,1,2,8.344766972827037e-10,0.0215403047773987,1.4807719582096034e-09,Glycosaminoglycan biosynthesis,0.0003329462481942
Autophagy,0,1,1.3252842456903562e-16,0.0133719101678445,3.33929888677885e-16,Autophagy,0.0003317289923078
Autophagy,0,2,3.3702124962509556e-14,0.0154286804025664,7.576105179486353e-14,Autophagy,0.0003317289923078
Arginine biosynthesis,0,1,2.695147381941852e-05,0.0134572736312126,3.8049139509767326e-05,Arginine biosynthesis,0.0003303530743965
Pathways of neurodegeneration,0,2,4.654692207324622e-09,-0.0063442411027405,7.993746903455523e-09,Pathways of neurodegeneration,0.0003284982855857
Pathways of neurodegeneration,0,1,6.03444813680027e-08,-0.0054765046453984,9.687408380147588e-08,Pathways of neurodegeneration,0.0003284982855857
Folate biosynthesis,0,1,1.6054096080326718e-05,0.01676852111052,2.307175484597852e-05,Folate biosynthesis,0.0003254145909074
Vibrio cholerae infection,0,1,4.1779154922745835e-11,-0.0118979470050423,7.895273371227559e-11,Vibrio cholerae infection,0.0003231109134909
Vibrio cholerae infection,0,2,4.3395709940899924e-07,-0.0104048348200258,6.654933153876026e-07,Vibrio cholerae infection,0.0003231109134909
Fructose and mannose metabolism,0,2,2.5119623056988776e-12,-0.0335739903120779,5.044945216466365e-12,Fructose and mannose metabolism,0.000321730978355
Fructose and mannose metabolism,1,2,3.429122836151092e-05,-0.0173992699352618,4.826917775227344e-05,Fructose and mannose metabolism,0.000321730978355
Fructose and mannose metabolism,0,1,0.0001933048885418,-0.0161747203768161,0.0002602702566623,Fructose and mannose metabolism,0.000321730978355
Prion disease,0,1,2.6584470932410015e-10,-0.0110902175147284,4.842711972507328e-10,Prion disease,0.0003205113061339
Prion disease,0,2,4.320995606764954e-06,-0.0086417995909416,6.431249275185048e-06,Prion disease,0.0003205113061339
Tight junction,0,2,7.321496238551181e-14,0.0149785170336023,1.6195014721219198e-13,Tight junction,0.0003202581464766
Tight junction,1,2,1.0726962961977975e-07,0.0082843136906657,1.6937309939965225e-07,Tight junction,0.0003202581464766
Tight junction,0,1,0.0001125021984132,0.0066942033429365,0.0001531944829457,Tight junction,0.0003202581464766
Central carbon metabolism in cancer,0,2,3.9025221651293365e-20,0.0235067948152125,1.1598827487690906e-19,Central carbon metabolism in cancer,0.0003048434652296
Central carbon metabolism in cancer,1,2,5.058681912472548e-12,0.0174488063624219,9.951505401585342e-12,Central carbon metabolism in cancer,0.0003048434652296
Glycosphingolipid biosynthesis,0,1,8.862196621867583e-12,-0.0258261243694433,1.7187290418167433e-11,Glycosphingolipid biosynthesis,0.0002899395036325
Glycosphingolipid biosynthesis,0,2,0.0001711415733292,-0.0143908670598664,0.0002314026906986,Glycosphingolipid biosynthesis,0.0002899395036325
Selenocompound metabolism,0,1,5.664545618116325e-06,0.0134947852387419,8.366098143679496e-06,Selenocompound metabolism,0.0002828919837513
Retrograde endocannabinoid signaling,0,1,3.33209524156427e-08,0.0091009320636292,5.421714291358813e-08,Retrograde endocannabinoid signaling,0.0002763826021217
Mannose type O-glycan biosynthesis,0,2,6.739729811733398e-21,-0.0395198642807105,2.0871421352464715e-20,Mannose type O-glycan biosynthesis,0.0002758279047619
Mannose type O-glycan biosynthesis,0,1,1.3327894982440318e-10,-0.0223936227973139,2.451107123207415e-10,Mannose type O-glycan biosynthesis,0.0002758279047619
Mannose type O-glycan biosynthesis,1,2,5.381666473208031e-06,-0.0171262414833965,7.972839219567453e-06,Mannose type O-glycan biosynthesis,0.0002758279047619
Thiamine metabolism,0,1,1.2176083862776543e-26,0.0499552385517516,5.411592827900685e-26,Thiamine metabolism,0.0002701460835281
Thiamine metabolism,0,2,4.013453882228441e-12,0.0336969319742354,7.944156138019181e-12,Thiamine metabolism,0.0002701460835281
Thiamine metabolism,1,2,0.0004786353641233,-0.0162583065775162,0.000632035694028,Thiamine metabolism,0.0002701460835281
Endocrine and other factor-regulated calcium reabsorption,0,2,1.5363827927282368e-20,0.0262172217075602,4.6381367327644887e-20,Endocrine and other factor-regulated calcium reabsorption,0.0002576656639628
Endocrine and other factor-regulated calcium reabsorption,0,1,2.003995227392521e-19,0.020391277718099,5.742792293423344e-19,Endocrine and other factor-regulated calcium reabsorption,0.0002576656639628
Mucin type O-glycan biosynthesis,0,2,5.235677308889409e-09,0.0239915239474495,8.911791164067081e-09,Mucin type O-glycan biosynthesis,0.0002551547560541
Mucin type O-glycan biosynthesis,0,1,0.0003723643883238,0.0120065083851974,0.0004964858510984,Mucin type O-glycan biosynthesis,0.0002551547560541
Hypertrophic cardiomyopathy,0,2,4.817390171749296e-22,0.0397688888159006,1.6284135791828606e-21,Hypertrophic cardiomyopathy,0.0002523656210084
Hypertrophic cardiomyopathy,0,1,1.8322376400615564e-13,0.0259306568081165,3.9001067282906747e-13,Hypertrophic cardiomyopathy,0.0002523656210084
Hypertrophic cardiomyopathy,1,2,0.000445802424319,0.0138382320077841,0.0005919368289713,Hypertrophic cardiomyopathy,0.0002523656210084
Basal transcription factors,0,2,2.7323029043243685e-26,-0.0279918254631332,1.1868827095707664e-25,Basal transcription factors,0.000252200985648
Basal transcription factors,0,1,7.62292208528504e-10,-0.014224677462742,1.3652994779614994e-09,Basal transcription factors,0.000252200985648
Basal transcription factors,1,2,1.5901604781770543e-08,-0.0137671480003911,2.6456742791160692e-08,Basal transcription factors,0.000252200985648
Other types of O-glycan biosynthesis,1,2,5.301825107422552e-05,0.0138048109421328,7.355133097002385e-05,Other types of O-glycan biosynthesis,0.0002499926960432
Necroptosis,1,2,3.434595443139982e-16,0.0173855536394277,8.411254146465264e-16,Necroptosis,0.0002498371462551
Necroptosis,0,1,5.950456723304722e-13,-0.0130932680107779,1.225845161882518e-12,Necroptosis,0.0002498371462551
ABC transporters,0,2,1.1500094567419268e-13,0.0348741497823603,2.481763135500547e-13,ABC transporters,0.0002424256516476
ABC transporters,0,1,6.769239485862703e-13,0.0306513467893232,1.3885619458179905e-12,ABC transporters,0.0002424256516476
Hepatitis C,1,2,1.0054059803114672e-15,0.0205551749694474,2.4069569603466544e-15,Hepatitis C,0.0002347733056236
Hepatitis C,0,1,1.183110838325779e-09,-0.0132843992791333,2.061318339006802e-09,Hepatitis C,0.0002347733056236
"Glycine, serine and threonine metabolism",0,1,6.609233930527801e-10,0.022143295466689,1.185955995010596e-09,"Glycine, serine and threonine metabolism",0.0002333084928024
"Glycine, serine and threonine metabolism",1,2,0.0001110488708023,-0.0142887523933967,0.0001516456841682,"Glycine, serine and threonine metabolism",0.0002333084928024
Cellular senescence,1,2,5.200126823018273e-10,0.0156066681730032,9.38368750018335e-10,Cellular senescence,0.0002252410195031
Cellular senescence,0,1,3.6840987898483703e-09,-0.0128328028017268,6.338234477158485e-09,Cellular senescence,0.0002252410195031
Linoleic acid metabolism,0,1,8.580341013938512e-10,0.023810892945462,1.5197651980407701e-09,Linoleic acid metabolism,0.0002113229896146
Lysosome,0,1,2.2666311558144847e-16,-0.0193223070334003,5.622650929152209e-16,Lysosome,0.0002111830947921
Lysosome,1,2,4.169890989024269e-05,0.0092890266134048,5.810007764097676e-05,Lysosome,0.0002111830947921
Lysosome,0,2,4.33169442644452e-05,-0.0100332804199955,6.026705288966288e-05,Lysosome,0.0002111830947921
Parkinson disease,0,2,8.072802137947705e-10,-0.0109385940764208,1.4405000097453154e-09,Parkinson disease,0.0002104449512615
Parkinson disease,1,2,0.0002635068238537,-0.0057694011660265,0.0003537993718875,Parkinson disease,0.0002104449512615
Starch and sucrose metabolism,0,2,3.1156971021827544e-12,0.0288075908467616,6.218439122859551e-12,Starch and sucrose metabolism,0.000207688864906
Starch and sucrose metabolism,0,1,3.012660671542069e-11,0.0251059663105012,5.738401279127749e-11,Starch and sucrose metabolism,0.000207688864906
Herpes simplex virus 1 infection,0,2,3.832095048493212e-05,-0.0127152686840458,5.3705273672313633e-05,Herpes simplex virus 1 infection,0.0002074135710187
Steroid biosynthesis,0,2,1.839597620309442e-15,-0.0449887946772513,4.37132107796303e-15,Steroid biosynthesis,0.0002039878788768
Steroid biosynthesis,0,1,5.067437249756576e-09,-0.0301100013524969,8.640745576849581e-09,Steroid biosynthesis,0.0002039878788768
Thermogenesis,1,2,4.706112227098187e-09,-0.0095238447542212,8.067620960739751e-09,Thermogenesis,0.0002003465078233
Thermogenesis,0,1,2.4579890846238147e-05,0.0077365306806227,3.480338526900976e-05,Thermogenesis,0.0002003465078233
Glutathione metabolism,0,2,7.658685500223758e-05,0.014875765270183,0.0001054854817821,Glutathione metabolism,0.0001891452697503
Glutathione metabolism,0,1,0.00040551410267,0.0111469597998602,0.0005399355597271,Glutathione metabolism,0.0001891452697503
Glycolysis / Gluconeogenesis,0,1,3.062700980213192e-15,0.0249045154643754,7.224061280109739e-15,Glycolysis / Gluconeogenesis,0.0001848159788657
Glycolysis / Gluconeogenesis,0,2,4.318868134033352e-08,0.0185225015785202,6.96825782970087e-08,Glycolysis / Gluconeogenesis,0.0001848159788657
D-Glutamine and D-glutamate metabolism,0,1,8.254872202411786e-10,0.0286734426229497,1.4675328359843175e-09,D-Glutamine and D-glutamate metabolism,0.0001844022835997
D-Glutamine and D-glutamate metabolism,0,2,7.186633793313745e-08,0.0292360381793193,1.146041269365647e-07,D-Glutamine and D-glutamate metabolism,0.0001844022835997
Vasopressin-regulated water reabsorption,0,1,1.2756750932216383e-10,0.015089787017607,2.359630230236557e-10,Vasopressin-regulated water reabsorption,0.0001833332647107
Vasopressin-regulated water reabsorption,0,2,4.936069227613024e-06,0.0124679593820119,7.323997617478367e-06,Vasopressin-regulated water reabsorption,0.0001833332647107
Cushing syndrome,0,2,2.1361333576626912e-19,0.017465893243276,6.085127665745352e-19,Cushing syndrome,0.0001764336621234
Cushing syndrome,0,1,1.7077638737553588e-10,0.010933440070063,3.1227682262955126e-10,Cushing syndrome,0.0001764336621234
Cushing syndrome,1,2,0.0001556847167309,0.006532453173213,0.0002113965036233,Cushing syndrome,0.0001764336621234
Primary bile acid biosynthesis,0,1,1.0067991514459498e-08,0.022362213883576,1.6956617287510734e-08,Primary bile acid biosynthesis,0.0001737448287048
Primary bile acid biosynthesis,0,2,4.1519908164561363e-08,0.0268591910653426,6.710288188211936e-08,Primary bile acid biosynthesis,0.0001737448287048
Protein processing in endoplasmic reticulum,0,2,1.872395734303536e-09,-0.0088130318956367,3.2504519076517076e-09,Protein processing in endoplasmic reticulum,0.0001735186895572
Protein processing in endoplasmic reticulum,0,1,5.878461863736394e-09,-0.0072182633129805,9.988182989711395e-09,Protein processing in endoplasmic reticulum,0.0001735186895572
Estrogen signaling pathway,0,2,1.86551040159586e-15,0.021682535214355,4.421950581560556e-15,Estrogen signaling pathway,0.0001716502926471
Estrogen signaling pathway,0,1,7.056398568340486e-13,0.0156213983717214,1.438246841954749e-12,Estrogen signaling pathway,0.0001716502926471
Arrhythmogenic right ventricular cardiomyopathy,0,2,1.3062208638703915e-28,0.0457775925604544,6.599852785871452e-28,Arrhythmogenic right ventricular cardiomyopathy,0.0001679842227166
Arrhythmogenic right ventricular cardiomyopathy,0,1,4.9267989350447236e-17,0.0290424972105788,1.26463288172271e-16,Arrhythmogenic right ventricular cardiomyopathy,0.0001679842227166
Arrhythmogenic right ventricular cardiomyopathy,1,2,1.0182701065890846e-05,0.0167350953498755,1.4811201550386684e-05,Arrhythmogenic right ventricular cardiomyopathy,0.0001679842227166
Glyoxylate and dicarboxylate metabolism,1,2,8.451401090038383e-12,-0.0221684159790412,1.6423775397645438e-11,Glyoxylate and dicarboxylate metabolism,0.0001669770975978
Glyoxylate and dicarboxylate metabolism,0,1,1.759343462753305e-08,0.0198146728540367,2.912016765936505e-08,Glyoxylate and dicarboxylate metabolism,0.0001669770975978
Maturity onset diabetes of the young,0,1,9.747920147873078e-09,-0.0195568502938203,1.6446403061437884e-08,Maturity onset diabetes of the young,0.0001537873580208
Maturity onset diabetes of the young,0,2,6.925459861803162e-05,-0.0165048708505478,9.566102830692136e-05,Maturity onset diabetes of the young,0.0001537873580208
"Neomycin, kanamycin and gentamicin biosynthesis",0,1,2.052411518451787e-05,-0.0262561179312118,2.927659818296754e-05,"Neomycin, kanamycin and gentamicin biosynthesis",0.0001532740345668
Neuroactive ligand-receptor interaction,0,2,1.0689380430628738e-24,0.0274982782263207,4.104722085361435e-24,Neuroactive ligand-receptor interaction,0.0001522483667668
Neuroactive ligand-receptor interaction,0,1,1.9710251278189188e-16,0.0188112327087929,4.91476395508094e-16,Neuroactive ligand-receptor interaction,0.0001522483667668
Neuroactive ligand-receptor interaction,1,2,1.8173884086540785e-05,0.0086870455175278,2.596269155220112e-05,Neuroactive ligand-receptor interaction,0.0001522483667668
Vitamin B6 metabolism,0,2,2.607039688681806e-11,0.0557931248064233,4.9955251519651365e-11,Vitamin B6 metabolism,0.0001480436008272
Vitamin B6 metabolism,0,1,1.736541672240038e-05,0.0354653504913285,2.488179112463338e-05,Vitamin B6 metabolism,0.0001480436008272
RNA degradation,0,2,4.236880467591098e-10,-0.0154583043634104,7.659896890560176e-10,RNA degradation,0.0001423065490453
RNA degradation,0,1,0.0006580316891828,-0.0075112629970946,0.0008629923792562,RNA degradation,0.0001423065490453
Terpenoid backbone biosynthesis,0,2,2.3391091049565145e-05,-0.0202855086664952,3.316905082360789e-05,Terpenoid backbone biosynthesis,0.0001374336369034
Terpenoid backbone biosynthesis,1,2,0.0001083702412461,-0.0186882958417468,0.0001481986205075,Terpenoid backbone biosynthesis,0.0001374336369034
SNARE interactions in vesicular transport,1,2,0.0005825069749962,-0.0076726803427192,0.0007670873744806,SNARE interactions in vesicular transport,0.0001361497516274
Taste transduction,0,1,2.8700705775386514e-05,0.0084097245164883,4.045914470539068e-05,Taste transduction,0.0001334331638273
Protein export,0,2,3.360228096970014e-18,-0.0228247403758024,9.138297374196072e-18,Protein export,0.0001318724879589
Protein export,1,2,6.102959016418346e-08,-0.0122028939580345,9.78103615319134e-08,Protein export,0.0001318724879589
Protein export,0,1,4.053091746085176e-07,-0.0106218464177678,6.22554892198683e-07,Protein export,0.0001318724879589
Diabetic cardiomyopathy,1,2,0.0003203146015487,0.0058570883696925,0.0004288731066761,Diabetic cardiomyopathy,0.000126495538194
Thyroid cancer,0,2,3.511694319291289e-06,0.0110313319757909,5.242965080123853e-06,Thyroid cancer,9.986992188027752e-05
Thyroid cancer,1,2,3.760631608819926e-06,0.0113086818238743,5.605910472775046e-06,Thyroid cancer,9.986992188027752e-05
Sulfur relay system,0,2,5.943427951347887e-12,-0.0588119582685462,1.1668079413689102e-11,Sulfur relay system,9.071990164065647e-05
Sulfur relay system,1,2,0.0001112355807075,-0.0310066174814675,0.000151684882783,Sulfur relay system,9.071990164065647e-05
Sulfur relay system,0,1,0.0001587187444074,-0.0278053407870787,0.0002152118568237,Sulfur relay system,9.071990164065647e-05
Purine metabolism,0,1,8.92843130968516e-06,0.00615762886387,1.3046109676252287e-05,Purine metabolism,8.399504898249518e-05
Pentose and glucuronate interconversions,0,1,8.300958541855656e-06,0.0251276874959376,1.2166290381956382e-05,Pentose and glucuronate interconversions,7.867964639446569e-05
mRNA surveillance pathway,0,2,1.8778332888822744e-14,-0.0157864200185151,4.2921903745880563e-14,mRNA surveillance pathway,7.472036404366299e-05
mRNA surveillance pathway,0,1,5.489575814565693e-05,-0.0078953407600911,7.604607189008752e-05,mRNA surveillance pathway,7.472036404366299e-05
mRNA surveillance pathway,1,2,0.0001618107195647,-0.0078910792584239,0.0002190949094247,mRNA surveillance pathway,7.472036404366299e-05
Non-alcoholic fatty liver disease,0,2,1.0590085136202237e-05,0.0111992111055119,1.533405992572269e-05,Non-alcoholic fatty liver disease,5.6527460155134e-05
Non-alcoholic fatty liver disease,0,1,5.1016255368159765e-05,0.0089392582736361,7.087641845648824e-05,Non-alcoholic fatty liver disease,5.6527460155134e-05
Ubiquitin mediated proteolysis,0,2,6.164916749321406e-12,-0.0129630065289613,1.2053605049589714e-11,Ubiquitin mediated proteolysis,4.615371204340686e-05
Ubiquitin mediated proteolysis,0,1,6.460894900005796e-08,-0.008398232699774,1.0337431840009274e-07,Ubiquitin mediated proteolysis,4.615371204340686e-05
